Series_Title,IMDB_Rating,Genre,Runtime,Certificate,Released_Year,Rank,Lifetime Gross,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Bohemian Rhapsody,8.0,"Biography, Drama, Music",134.0,UA,2018,75.0,910813521.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Revenant,8.0,"Action, Adventure, Drama",156.0,A,2015,236.0,532950503.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Perks of Being a Wallflower,8.0,"Drama, Romance",103.0,UA,2012,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tropa de Elite 2: O Inimigo Agora é Outro,8.0,"Action, Crime, Drama",115.0,,2010,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The King's Speech,8.0,"Biography, Drama, History",118.0,U,2010,285.0,471155448.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Help,8.0,Drama,146.0,UA,2011,824.0,221802186.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadpool,8.0,"Action, Adventure, Comedy",108.0,R,2016,116.0,782837347.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darbareye Elly,8.0,"Drama, Mystery",119.0,TV-PG,2009,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dev.D,8.0,"Drama, Romance",144.0,A,2009,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Yip Man,8.0,"Action, Biography, Drama",106.0,R,2008,,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Name Is Khan,8.0,Drama,165.0,UA,2010,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nefes: Vatan Sagolsun,8.0,"Action, Drama, Thriller",128.0,,2009,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Slumdog Millionaire,8.0,"Drama, Romance",120.0,UA,2008,407.0,378411362.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Black Swan,8.0,"Drama, Thriller",108.0,A,2010,511.0,329398046.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tropa de Elite,8.0,"Action, Crime, Drama",115.0,R,2007,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Avengers,8.0,"Action, Adventure, Sci-Fi",143.0,UA,2012,12.0,1520538536.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Persepolis,8.0,"Animation, Biography, Drama",96.0,PG-13,2007,,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Buyers Club,8.0,"Biography, Drama",117.0,R,2013,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pursuit of Happyness,8.0,"Biography, Drama",117.0,U,2006,559.0,307127625.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood Diamond,8.0,"Adventure, Drama, Thriller",143.0,A,2006,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Bourne Ultimatum,8.0,"Action, Mystery, Thriller",115.0,UA,2007,318.0,442824138.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Bin-jip,8.0,"Crime, Drama, Romance",88.0,U,2004,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sin City,8.0,"Crime, Thriller",124.0,A,2005,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Le scaphandre et le papillon,8.0,"Biography, Drama",112.0,PG-13,2007,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G.O.R.A.,8.0,"Adventure, Comedy, Sci-Fi",127.0,,2004,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ratatouille,8.0,"Animation, Adventure, Comedy",111.0,U,2007,182.0,623729380.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casino Royale,8.0,"Action, Adventure, Thriller",144.0,PG-13,2006,187.0,616585752.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kill Bill: Vol. 2,8.0,"Action, Crime, Thriller",137.0,A,2004,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vozvrashchenie,8.0,Drama,110.0,,2003,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,8.0,"Drama, Romance",103.0,R,2003,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mar adentro,8.0,"Biography, Drama",126.0,U,2014,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinderella Man,8.0,"Biography, Drama, History",144.0,UA,2005,,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kal Ho Naa Ho,8.0,"Comedy, Drama, Musical",186.0,U,2003,,,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mou gaan dou,8.0,"Action, Crime, Drama",101.0,UA,2002,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: The Curse of the Black Pearl,8.0,"Action, Adventure, Fantasy",143.0,UA,2003,168.0,654264546.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Big Fish,8.0,"Adventure, Drama, Fantasy",125.0,U,2003,,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Incredibles,8.0,"Animation, Action, Adventure",115.0,U,2004,176.0,631688498.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeopgijeogin geunyeo,8.0,"Comedy, Drama, Romance",137.0,,2001,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dogville,8.0,"Crime, Drama",178.0,R,2003,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vizontele,8.0,"Comedy, Drama",110.0,,2001,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donnie Darko,8.0,"Drama, Mystery, Sci-Fi",113.0,R,2001,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Magnolia,8.0,Drama,188.0,R,1999,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dancer in the Dark,8.0,"Crime, Drama, Musical",140.0,U,2000,,,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Straight Story,8.0,"Biography, Drama",112.0,U,1999,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pâfekuto burû,8.0,"Animation, Crime, Mystery",81.0,A,1997,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Festen,8.0,Drama,105.0,R,1998,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central do Brasil,8.0,Drama,110.0,R,1998,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Iron Giant,8.0,"Animation, Action, Adventure",86.0,PG,1999,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knockin' on Heaven's Door,8.0,"Action, Crime, Comedy",87.0,,1997,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sling Blade,8.0,Drama,135.0,R,1996,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secrets & Lies,8.0,"Comedy, Drama",136.0,U,1996,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twelve Monkeys,8.0,"Mystery, Sci-Fi, Thriller",129.0,A,1995,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Kôkaku Kidôtai,8.0,"Animation, Action, Crime",83.0,UA,1995,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Nightmare Before Christmas,8.0,"Animation, Family, Fantasy",76.0,U,1993,,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Groundhog Day,8.0,"Comedy, Fantasy, Romance",101.0,U,1993,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bound by Honor,8.0,"Crime, Drama",180.0,R,1993,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scent of a Woman,8.0,Drama,156.0,UA,1992,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aladdin,8.0,"Animation, Adventure, Comedy",90.0,U,1992,251.0,504050219.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JFK,8.0,"Drama, History, Thriller",189.0,UA,1991,918.0,205405498.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Beauty and the Beast,8.0,"Animation, Family, Fantasy",84.0,G,1991,306.0,451291298.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Dances with Wolves,8.0,"Adventure, Drama, Western",181.0,U,1990,339.0,424208848.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Do the Right Thing,8.0,"Comedy, Drama",120.0,R,1989,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rain Man,8.0,Drama,133.0,U,1988,455.0,354825435.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akira,8.0,"Animation, Action, Sci-Fi",124.0,UA,1988,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Princess Bride,8.0,"Adventure, Family, Fantasy",98.0,U,1987,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Der Himmel über Berlin,8.0,"Drama, Fantasy, Romance",128.0,U,1987,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Au revoir les enfants,8.0,"Drama, War",104.0,U,1987,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tenkû no shiro Rapyuta,8.0,"Animation, Adventure, Drama",125.0,U,1986,,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Terminator,8.0,"Action, Sci-Fi",107.0,UA,1984,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gandhi,8.0,"Biography, Drama, History",191.0,U,1982,,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kagemusha,8.0,"Drama, History, War",180.0,U,1980,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Being There,8.0,"Comedy, Drama",130.0,PG,1979,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annie Hall,8.0,"Comedy, Romance",93.0,A,1977,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jaws,8.0,"Adventure, Thriller",124.0,A,1975,275.0,477916625.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dog Day Afternoon,8.0,"Biography, Crime, Drama",125.0,U,1975,,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young Frankenstein,8.0,Comedy,106.0,A,1974,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papillon,8.0,"Biography, Crime, Drama",151.0,R,1973,,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Exorcist,8.0,Horror,122.0,A,1973,332.0,430872776.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sleuth,8.0,"Mystery, Thriller",138.0,PG,1972,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Last Picture Show,8.0,"Drama, Romance",118.0,R,1971,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fiddler on the Roof,8.0,"Drama, Family, Musical",181.0,G,1971,,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Il conformista,8.0,Drama,113.0,UA,1970,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butch Cassidy and the Sundance Kid,8.0,"Biography, Crime, Drama",110.0,PG,1969,,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosemary's Baby,8.0,"Drama, Horror",137.0,A,1968,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Planet of the Apes,8.0,"Adventure, Sci-Fi",112.0,U,1968,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Graduate,8.0,"Comedy, Drama, Romance",106.0,A,1967,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Who's Afraid of Virginia Woolf?,8.0,Drama,131.0,A,1966,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sound of Music,8.0,"Biography, Drama, Family",172.0,U,1965,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Doctor Zhivago,8.0,"Drama, Romance, War",197.0,A,1965,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Per un pugno di dollari,8.0,"Action, Drama, Western",99.0,A,1964,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8½,8.0,Drama,138.0,,1963,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vivre sa vie: Film en douze tableaux,8.0,Drama,80.0,,1962,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hustler,8.0,"Drama, Sport",134.0,A,1961,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
La dolce vita,8.0,"Comedy, Drama",174.0,A,1960,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Bravo,8.0,"Action, Drama, Western",141.0,Passed,1959,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Anatomy of a Murder,8.0,"Crime, Drama, Mystery",161.0,,1959,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Touch of Evil,8.0,"Crime, Drama, Film-Noir",95.0,PG-13,1958,,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cat on a Hot Tin Roof,8.0,Drama,108.0,A,1958,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Smell of Success,8.0,"Drama, Film-Noir",96.0,Approved,1957,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Killing,8.0,"Crime, Drama, Film-Noir",84.0,Approved,1956,,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Night of the Hunter,8.0,"Crime, Drama, Film-Noir",92.0,,1955,,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La Strada,8.0,Drama,108.0,,1954,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les diaboliques,8.0,"Crime, Drama, Horror",117.0,,1955,,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stalag 17,8.0,"Comedy, Drama, War",120.0,,1953,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Roman Holiday,8.0,"Comedy, Romance",118.0,,1953,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Streetcar Named Desire,8.0,Drama,122.0,A,1951,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In a Lonely Place,8.0,"Drama, Film-Noir, Mystery",94.0,,1950,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Kind Hearts and Coronets,8.0,"Comedy, Crime",106.0,U,1949,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rope,8.0,"Crime, Drama, Mystery",80.0,A,1948,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Out of the Past,8.0,"Crime, Drama, Film-Noir",97.0,,1947,,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brief Encounter,8.0,"Drama, Romance",86.0,U,1945,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Laura,8.0,"Drama, Film-Noir, Mystery",88.0,Passed,1944,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Best Years of Our Lives,8.0,"Drama, Romance, War",170.0,Approved,1946,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Arsenic and Old Lace,8.0,"Comedy, Crime, Thriller",118.0,,1942,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Maltese Falcon,8.0,"Film-Noir, Mystery",100.0,,1941,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Grapes of Wrath,8.0,"Drama, History",129.0,Passed,1940,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Wizard of Oz,8.0,"Adventure, Family, Fantasy",102.0,U,1939,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
La règle du jeu,8.0,"Comedy, Drama",110.0,,1939,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Thin Man,8.0,"Comedy, Crime, Mystery",91.0,TV-PG,1934,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
All Quiet on the Western Front,8.0,"Drama, War",152.0,U,1930,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bronenosets Potemkin,8.0,"Drama, History, Thriller",75.0,,1925,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Knives Out,7.9,"Comedy, Crime, Drama",130.0,UA,2019,547.0,312897920.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dil Bechara,7.9,"Comedy, Drama, Romance",101.0,UA,2020,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Manbiki kazoku,7.9,"Crime, Drama",121.0,A,2018,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marriage Story,7.9,"Comedy, Drama, Romance",137.0,U,2019,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Call Me by Your Name,7.9,"Drama, Romance",132.0,UA,2017,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"I, Daniel Blake",7.9,Drama,100.0,UA,2016,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isle of Dogs,7.9,"Animation, Adventure, Comedy",101.0,U,2018,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunt for the Wilderpeople,7.9,"Adventure, Comedy, Drama",101.0,UA,2016,,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain Fantastic,7.9,"Comedy, Drama",118.0,R,2016,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sing Street,7.9,"Comedy, Drama, Music",106.0,PG-13,2016,,,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Thor: Ragnarok,7.9,"Action, Adventure, Comedy",130.0,UA,2017,93.0,855301806.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nightcrawler,7.9,"Crime, Drama, Thriller",117.0,A,2014,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jojo Rabbit,7.9,"Comedy, Drama, War",108.0,UA,2019,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Arrival,7.9,"Drama, Sci-Fi",116.0,UA,2016,875.0,212758656.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Star Wars: Episode VII - The Force Awakens,7.9,"Action, Adventure, Sci-Fi",138.0,U,2015,5.0,2071310218.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Before Midnight,7.9,"Drama, Romance",109.0,R,2013,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
X-Men: Days of Future Past,7.9,"Action, Adventure, Sci-Fi",132.0,UA,2014,132.0,746045700.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bir Zamanlar Anadolu'da,7.9,"Crime, Drama",157.0,,2011,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Artist,7.9,"Comedy, Drama, Romance",100.0,U,2011,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Edge of Tomorrow,7.9,"Action, Adventure, Sci-Fi",113.0,UA,2014,408.0,377044245.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Amour,7.9,"Drama, Romance",127.0,UA,2012,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Irishman,7.9,"Biography, Crime, Drama",209.0,R,2019,,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un prophète,7.9,"Crime, Drama",155.0,A,2009,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moon,7.9,"Drama, Mystery, Sci-Fi",97.0,R,2009,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Låt den rätte komma in,7.9,"Crime, Drama, Fantasy",114.0,R,2008,,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
District 9,7.9,"Action, Sci-Fi, Thriller",112.0,A,2009,889.0,210888950.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Wrestler,7.9,"Drama, Sport",109.0,UA,2008,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jab We Met,7.9,"Comedy, Drama, Romance",138.0,U,2007,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Boyhood,7.9,Drama,165.0,A,2014,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4 luni, 3 saptamâni si 2 zile",7.9,Drama,113.0,,2007,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Trek,7.9,"Action, Adventure, Sci-Fi",127.0,UA,2009,395.0,385681768.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
In Bruges,7.9,"Comedy, Crime, Drama",107.0,R,2008,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Man from Earth,7.9,"Drama, Fantasy, Mystery",87.0,,2007,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Letters from Iwo Jima,7.9,"Action, Adventure, Drama",141.0,UA,2006,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fall,7.9,"Adventure, Drama, Fantasy",117.0,R,2006,,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Life of Pi,7.9,"Adventure, Drama, Fantasy",127.0,U,2012,191.0,609016565.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fantastic Mr. Fox,7.9,"Animation, Adventure, Comedy",87.0,PG,2009,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.R.A.Z.Y.,7.9,"Comedy, Drama",129.0,,2005,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les choristes,7.9,"Drama, Music",97.0,PG-13,2004,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Iron Man,7.9,"Action, Adventure, Sci-Fi",126.0,UA,2008,201.0,585796247.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shaun of the Dead,7.9,"Comedy, Horror",99.0,UA,2004,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gegen die Wand,7.9,"Drama, Romance",121.0,R,2004,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mystic River,7.9,"Crime, Drama, Mystery",138.0,A,2003,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Harry Potter and the Prisoner of Azkaban,7.9,"Adventure, Family, Fantasy",142.0,U,2004,105.0,808481128.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ying xiong,7.9,"Action, Adventure, History",120.0,PG-13,2002,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hable con ella,7.9,"Drama, Mystery, Romance",112.0,R,2002,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
No Man's Land,7.9,"Comedy, Drama, War",98.0,R,2001,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cowboy Bebop: Tengoku no tobira,7.9,"Animation, Action, Crime",115.0,U,2001,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bourne Identity,7.9,"Action, Mystery, Thriller",119.0,UA,2002,867.0,214034224.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Nueve reinas,7.9,"Crime, Drama, Thriller",114.0,R,2000,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Children of Men,7.9,"Adventure, Drama, Sci-Fi",109.0,A,2006,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Almost Famous,7.9,"Adventure, Comedy, Drama",122.0,A,2000,,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulholland Dr.,7.9,"Drama, Mystery, Thriller",147.0,R,2001,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
